ECS_Version,Indexed,Field_Set,Field,Type,Level,Normalization,Example,Description
8.7.0,true,destination,destination.domain.text,text,core,,foo.example.com,The domain name of the destination.
8.7.0,true,destination,destination.geo.city_name,keyword,core,,Montreal,City name.
8.7.0,true,destination,destination.geo.continent_code,keyword,core,,NA,Continent code.
8.7.0,true,destination,destination.geo.continent_name,keyword,core,,North America,Name of the continent.
8.7.0,true,destination,destination.geo.country_iso_code,keyword,core,,CA,Country ISO code.
8.7.0,true,destination,destination.geo.country_name,keyword,core,,Canada,Country name.
8.7.0,true,destination,destination.geo.location,geo_point,core,,"{ ""lon"": -73.614830, ""lat"": 45.505918 }",Longitude and latitude.
8.7.0,true,destination,destination.geo.name,keyword,extended,,boston-dc,User-defined description of a location.
8.7.0,true,destination,destination.geo.postal_code,keyword,core,,94040,Postal code.
8.7.0,true,destination,destination.geo.region_iso_code,keyword,core,,CA-QC,Region ISO code.
8.7.0,true,destination,destination.geo.region_name,keyword,core,,Quebec,Region name.
8.7.0,true,destination,destination.geo.timezone,keyword,core,,America/Argentina/Buenos_Aires,Time zone.
8.7.0,true,destination,destination.ip,ip,core,,,IP address of the destination.
8.7.0,true,destination,destination.mac,keyword,core,,00-00-5E-00-53-23,MAC address of the destination.
8.7.0,true,destination,destination.nat.ip,ip,extended,,,Destination NAT ip
8.7.0,true,destination,destination.nat.port,long,extended,,,Destination NAT Port
8.7.0,true,destination,destination.packets,long,core,,12,Packets sent from the destination to the source.
8.7.0,true,destination,destination.port,long,core,,,Port of the destination.
8.7.0,true,destination,destination.registered_domain,keyword,extended,,example.com,"The highest registered destination domain, stripped of the subdomain."
8.7.0,true,destination,destination.subdomain,keyword,extended,,east,The subdomain of the domain.
8.7.0,true,destination,destination.top_level_domain,keyword,extended,,co.uk,"The effective top level domain (com, org, net, co.uk)."
8.7.0,true,destination,destination.user.domain,keyword,extended,,,Name of the directory the user is a member of.
8.7.0,true,destination,destination.user.email,keyword,extended,,,User email address.
8.7.0,true,destination,destination.user.full_name,keyword,extended,,Albert Einstein,"User's full name, if available."
8.7.0,true,destination,destination.user.full_name.text,match_only_text,extended,,Albert Einstein,"User's full name, if available."
8.7.0,true,destination,destination.user.group.domain,keyword,extended,,,Name of the directory the group is a member of.
8.7.0,true,destination,destination.user.group.id,keyword,extended,,,Unique identifier for the group on the system/platform.
8.7.0,true,destination,destination.user.group.name,keyword,extended,,,Name of the group.
8.7.0,true,destination,destination.user.hash,keyword,extended,,,Unique user hash to correlate information for a user in anonymized form.
8.7.0,true,destination,destination.user.id,keyword,core,,S-1-5-21-202424912787-2692429404-2351956786-1000,Unique identifier of the user.
8.7.0,true,destination,destination.user.name,keyword,core,,a.einstein,Short name or login of the user.
8.7.0,true,destination,destination.user.name.text,match_only_text,core,,a.einstein,Short name or login of the user.
8.7.0,true,destination,destination.user.roles,keyword,extended,array,"[""kibana_admin"", ""reporting_user""]",Array of user roles at the time of the event.
8.7.0,true,device,device.id,keyword,extended,,00000000-54b3-e7c7-0000-000046bffd97,The unique identifier of a device.
8.7.0,true,device,device.manufacturer,keyword,extended,,Samsung,The vendor name of the device manufacturer.
8.7.0,true,device,device.model.identifier,keyword,extended,,SM-G920F,The machine readable identifier of the device model.
8.7.0,true,device,device.model.name,keyword,extended,,Samsung Galaxy S6,The human readable marketing name of the device model.
8.7.0,true,dll,dll.code_signature.digest_algorithm,keyword,extended,,sha256,Hashing algorithm used to sign the process.
8.7.0,true,dll,dll.code_signature.exists,boolean,core,,true,Boolean to capture if a signature is present.
8.7.0,true,dll,dll.code_signature.signing_id,keyword,extended,,com.apple.xpc.proxy,The identifier used to sign the process.
8.7.0,true,dll,dll.code_signature.status,keyword,extended,,ERROR_UNTRUSTED_ROOT,Additional information about the certificate status.
8.7.0,true,dll,dll.code_signature.subject_name,keyword,core,,Microsoft Corporation,Subject name of the code signer
8.7.0,true,dll,dll.code_signature.team_id,keyword,extended,,EQHXZ8M8AV,The team identifier used to sign the process.
8.7.0,true,dll,dll.code_signature.timestamp,date,extended,,2021-01-01T12:10:30Z,When the signature was generated and signed.
8.7.0,true,dll,dll.code_signature.trusted,boolean,extended,,true,Stores the trust status of the certificate chain.
8.7.0,true,dll,dll.code_signature.valid,boolean,extended,,true,Boolean to capture if the digital signature is verified against the binary content.
8.7.0,true,dll,dll.hash.md5,keyword,extended,,,MD5 hash.
8.7.0,true,dll,dll.hash.sha1,keyword,extended,,,SHA1 hash.
8.7.0,true,dll,dll.hash.sha256,keyword,extended,,,SHA256 hash.
8.7.0,true,dll,dll.hash.sha384,keyword,extended,,,SHA384 hash.
8.7.0,true,dll,dll.hash.sha512,keyword,extended,,,SHA512 hash.
8.7.0,true,dll,dll.hash.ssdeep,keyword,extended,,,SSDEEP hash.
8.7.0,true,dll,dll.hash.tlsh,keyword,extended,,,TLSH hash.
8.7.0,true,dll,dll.name,keyword,core,,kernel32.dll,Name of the library.
8.7.0,true,dll,dll.path,keyword,extended,,C:\Windows\System32\kernel32.dll,Full file path of the library.
8.7.0,true,dll,dll.pe.architecture,keyword,extended,,x64,CPU architecture target for the file.
8.7.0,true,dll,dll.pe.company,keyword,extended,,Microsoft Corporation,"Internal company name of the file, provided at compile-time."
8.7.0,true,dll,dll.pe.description,keyword,extended,,Paint,"Internal description of the file, provided at compile-time."
8.7.0,true,dll,dll.pe.file_version,keyword,extended,,6.3.9600.17415,Process name.
8.7.0,true,dll,dll.pe.go_import_hash,keyword,extended,,10bddcb4cee42080f76c88d9ff964491,A hash of the Go language imports in a PE file.
8.7.0,true,dll,dll.pe.go_imports,flattened,extended,,,List of imported Go language element names and types.
8.7.0,true,dll,dll.pe.go_imports_names_entropy,long,extended,,,Shannon entropy calculation from the list of Go imports.
8.7.0,true,dll,dll.pe.go_imports_names_var_entropy,long,extended,,,Variance for Shannon entropy calculation from the list of Go imports.
8.7.0,true,dll,dll.pe.go_stripped,boolean,extended,,,Whether the file is a stripped or obfuscated Go executable.
8.7.0,true,dll,dll.pe.imphash,keyword,extended,,0c6803c4e922103c4dca5963aad36ddf,A hash of the imports in a PE file.
8.7.0,true,dll,dll.pe.import_hash,keyword,extended,,d41d8cd98f00b204e9800998ecf8427e,A hash of the imports in a PE file.
8.7.0,true,dll,dll.pe.imports,flattened,extended,array,,List of imported element names and types.
8.7.0,true,dll,dll.pe.imports_names_entropy,long,extended,,,Shannon entropy calculation from the list of imported element names and types.
8.7.0,true,dll,dll.pe.imports_names_var_entropy,long,extended,,,Variance for Shannon entropy calculation from the list of imported element names and types.
8.7.0,true,dll,dll.pe.original_file_name,keyword,extended,,MSPAINT.EXE,"Internal name of the file, provided at compile-time."
8.7.0,true,dll,dll.pe.pehash,keyword,extended,,73ff189b63cd6be375a7ff25179a38d347651975,A hash of the PE header and data from one or more PE sections.
8.7.0,true,dll,dll.pe.product,keyword,extended,,Microsoft® Windows® Operating System,"Internal product name of the file, provided at compile-time."
8.7.0,true,dll,dll.pe.sections,nested,extended,array,,Section information of the PE file.
8.7.0,true,dll,dll.pe.sections.entropy,long,extended,,,Shannon entropy calculation from the section.
8.7.0,true,dll,dll.pe.sections.name,keyword,extended,,,PE Section List name.
8.7.0,true,dll,dll.pe.sections.physical_size,long,extended,,,PE Section List physical size.
8.7.0,true,dll,dll.pe.sections.var_entropy,long,extended,,,Variance for Shannon entropy calculation from the section.
8.7.0,true,dll,dll.pe.sections.virtual_size,long,extended,,,PE Section List virtual size. This is always the same as `physical_size`.
8.7.0,true,dns,dns.answers,object,extended,array,,Array of DNS answers.
8.7.0,true,dns,dns.answers.class,keyword,extended,,IN,The class of DNS data contained in this resource record.
8.7.0,true,dns,dns.answers.data,keyword,extended,,10.10.10.10,The data describing the resource.
8.7.0,true,dns,dns.answers.name,keyword,extended,,www.example.com,The domain name to which this resource record pertains.
8.7.0,true,dns,dns.answers.ttl,long,extended,,180,The time interval in seconds that this resource record may be cached before it should be discarded.
8.7.0,true,dns,dns.answers.type,keyword,extended,,CNAME,The type of data contained in this resource record.
8.7.0,true,dns,dns.header_flags,keyword,extended,array,"[""RD"", ""RA""]",Array of DNS header flags.
8.7.0,true,dns,dns.id,keyword,extended,,62111,The DNS packet identifier assigned by the program that generated the query. The identifier is copied to the response.
8.7.0,true,dns,dns.op_code,keyword,extended,,QUERY,The DNS operation code that specifies the kind of query in the message.
8.7.0,true,dns,dns.question.class,keyword,extended,,IN,The class of records being queried.
8.7.0,true,dns,dns.question.name,keyword,extended,,www.example.com,The name being queried.
8.7.0,true,dns,dns.question.registered_domain,keyword,extended,,example.com,"The highest registered domain, stripped of the subdomain."
8.7.0,true,dns,dns.question.subdomain,keyword,extended,,www,The subdomain of the domain.
8.7.0,true,dns,dns.question.top_level_domain,keyword,extended,,co.uk,"The effective top level domain (com, org, net, co.uk)."
8.7.0,true,dns,dns.question.type,keyword,extended,,AAAA,The type of record being queried.
8.7.0,true,dns,dns.resolved_ip,ip,extended,array,"[""10.10.10.10"", ""10.10.10.11""]",Array containing all IPs seen in answers.data
8.7.0,true,dns,dns.response_code,keyword,extended,,NOERROR,The DNS response code.
8.7.0,true,dns,dns.type,keyword,extended,,answer,"The type of DNS event captured, query or answer."
8.7.0,true,ecs,ecs.version,keyword,core,,1.0.0,ECS version this event conforms to.
8.7.0,true,email,email.attachments,nested,extended,array,,List of objects describing the attachments.
8.7.0,true,email,email.attachments.file.extension,keyword,extended,,txt,Attachment file extension.
8.7.0,true,email,email.attachments.file.hash.md5,keyword,extended,,,MD5 hash.
8.7.0,true,email,email.attachments.file.hash.sha1,keyword,extended,,,SHA1 hash.
8.7.0,true,email,email.attachments.file.hash.sha256,keyword,extended,,,SHA256 hash.
8.7.0,true,email,email.attachments.file.hash.sha384,keyword,extended,,,SHA384 hash.
8.7.0,true,email,email.attachments.file.hash.sha512,keyword,extended,,,SHA512 hash.
8.7.0,true,email,email.attachments.file.hash.ssdeep,keyword,extended,,,SSDEEP hash.
8.7.0,true,email,email.attachments.file.hash.tlsh,keyword,extended,,,TLSH hash.
8.7.0,true,email,email.attachments.file.mime_type,keyword,extended,,text/plain,MIME type of the attachment file.
8.7.0,true,email,email.attachments.file.name,keyword,extended,,attachment.txt,Name of the attachment file.
8.7.0,true,email,email.attachments.file.size,long,extended,,64329,Attachment file size.
8.7.0,true,email,email.bcc.address,keyword,extended,array,bcc.user1@example.com,Email address of BCC recipient
8.7.0,true,email,email.cc.address,keyword,extended,array,cc.user1@example.com,Email address of CC recipient
8.7.0,true,email,email.content_type,keyword,extended,,text/plain,MIME type of the email message.
8.7.0,true,email,email.delivery_timestamp,date,extended,,2020-11-10T22:12:34.8196921Z,Date and time when message was delivered.
8.7.0,true,email,email.direction,keyword,extended,,inbound,Direction of the message.
8.7.0,true,email,email.from.address,keyword,extended,array,sender@example.com,The sender's email address.
8.7.0,true,email,email.local_id,keyword,extended,,c26dbea0-80d5-463b-b93c-4e8b708219ce,Unique identifier given by the source.
8.7.0,true,email,email.message_id,wildcard,extended,,81ce15$8r2j59@mail01.example.com,Value from the Message-ID header.
8.7.0,true,email,email.origination_timestamp,date,extended,,2020-11-10T22:12:34.8196921Z,Date and time the email was composed.
8.7.0,true,email,email.reply_to.address,keyword,extended,array,reply.here@example.com,Address replies should be delivered to.
8.7.0,true,email,email.sender.address,keyword,extended,,,Address of the message sender.
8.7.0,true,email,email.subject,keyword,extended,,Please see this important message.,The subject of the email message.
8.7.0,true,email,email.subject.text,match_only_text,extended,,Please see this important message.,The subject of the email message.
8.7.0,true,email,email.to.address,keyword,extended,array,user1@example.com,Email address of recipient
8.7.0,true,email,email.x_mailer,keyword,extended,,Spambot v2.5,Application that drafted email.
8.7.0,true,error,error.code,keyword,core,,,Error code describing the error.
8.7.0,true,error,error.id,keyword,core,,,Unique identifier for the error.
8.7.0,true,error,error.message,match_only_text,core,,,Error message.
8.7.0,true,error,error.stack_trace,wildcard,extended,,,The stack trace of this error in plain text.
8.7.0,true,error,error.stack_trace.text,match_only_text,extended,,,The stack trace of this error in plain text.
8.7.0,true,error,error.type,keyword,extended,,java.lang.NullPointerException,"The type of the error, for example the class name of the exception."
8.7.0,true,event,event.action,keyword,core,,user-password-change,The action captured by the event.
8.7.0,true,event,event.agent_id_status,keyword,extended,,verified,Validation status of the event's agent.id field.
8.7.0,true,event,event.application,keyword,extended,,,The application generating the event
8.7.0,true,event,event.category,keyword,core,array,authentication,Event category. The second categorization field in the hierarchy.
8.7.0,true,event,event.code,keyword,extended,,4648,Identification code for this event.
8.7.0,true,event,event.created,date,core,,2016-05-23T08:05:34.857Z,Time when the event was first read by an agent or by your pipeline.
8.7.0,true,event,event.dataset,keyword,core,,apache.access,Name of the dataset.
8.7.0,true,event,event.duration,long,core,,,Duration of the event in nanoseconds.
8.7.0,true,event,event.end,date,extended,,,event.end contains the date when the event ended or when the activity was last observed.
8.7.0,true,event,event.hash,keyword,extended,,123456789012345678901234567890ABCD,Hash (perhaps logstash fingerprint) of raw field to be able to demonstrate log integrity.
8.7.0,true,event,event.id,keyword,core,,8a4f500d,Unique ID to describe the event.
8.7.0,true,event,event.ingested,date,core,,2016-05-23T08:05:35.101Z,Timestamp when an event arrived in the central data store.
8.7.0,true,event,event.kind,keyword,core,,alert,The kind of the event. The highest categorization field in the hierarchy.
8.7.0,true,event,event.module,keyword,core,,apache,Name of the module this data is coming from.
8.7.0,false,event,event.original,keyword,core,,Sep 19 08:26:10 host CEF:0&#124;Security&#124; threatmanager&#124;1.0&#124;100&#124; worm successfully stopped&#124;10&#124;src=10.0.0.1 dst=2.1.2.2spt=1232,Raw text message of entire event.
8.7.0,true,event,event.outcome,keyword,core,,success,The outcome of the event. The lowest level categorization field in the hierarchy.
8.7.0,true,event,event.provider,keyword,extended,,kernel,Source of the event.
8.7.0,true,event,event.reason,keyword,extended,,Terminated an unexpected process,"Reason why this event happened, according to the source"
